                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.83324,                 0.5721,                 1.0321,                0.74768,                0.56476,                 0.6454,                0.41372,                 1.4714,                 1.2784,                 1.4706,               0.004951,               0.004951,               0.004951
                    155,                0.82992,                0.57146,                 1.0281,                0.75135,                0.56063,                0.64588,                0.41442,                 1.4706,                 1.2779,                 1.4687,               0.004918,               0.004918,               0.004918
                    156,                0.83171,                0.57659,                 1.0353,                 0.7591,                0.55977,                0.64555,                0.41438,                 1.4724,                 1.2805,                 1.4686,               0.004885,               0.004885,               0.004885
                    157,                0.82394,                0.56885,                 1.0307,                0.76368,                  0.562,                0.64677,                0.41553,                 1.4706,                 1.2805,                 1.4663,               0.004852,               0.004852,               0.004852
                    158,                0.82749,                0.56983,                 1.0282,                 0.7569,                0.56483,                0.64686,                0.41641,                 1.4694,                 1.2824,                 1.4654,               0.004819,               0.004819,               0.004819
                    159,                0.82564,                0.56753,                 1.0275,                0.74681,                0.57041,                0.64784,                0.41715,                 1.4702,                 1.2843,                 1.4664,               0.004786,               0.004786,               0.004786
                    160,                0.81488,                0.56144,                 1.0262,                0.74182,                0.57148,                0.64739,                0.41659,                 1.4725,                 1.2893,                 1.4688,               0.004753,               0.004753,               0.004753
                    161,                0.82173,                0.56845,                 1.0276,                0.76994,                0.55413,                0.64694,                 0.4165,                  1.472,                 1.2918,                 1.4678,                0.00472,                0.00472,                0.00472
                    162,                0.82602,                 0.5698,                 1.0303,                0.77879,                0.55209,                0.64649,                0.41696,                 1.4721,                 1.2938,                 1.4672,               0.004687,               0.004687,               0.004687
                    163,                 0.8146,                0.56371,                 1.0245,                0.77862,                0.55131,                0.64541,                0.41709,                 1.4717,                 1.2905,                 1.4669,               0.004654,               0.004654,               0.004654
                    164,                0.81392,                0.55831,                 1.0254,                0.78587,                0.55078,                0.64556,                0.41583,                  1.471,                   1.29,                 1.4673,               0.004621,               0.004621,               0.004621
                    165,                0.81377,                0.55495,                 1.0198,                0.79223,                0.55133,                 0.6453,                0.41643,                 1.4702,                 1.2908,                 1.4671,               0.004588,               0.004588,               0.004588
                    166,                0.81563,                0.56209,                 1.0242,                 0.7875,                0.55126,                0.64638,                 0.4181,                 1.4703,                 1.2911,                 1.4685,               0.004555,               0.004555,               0.004555
                    167,                0.80281,                   0.55,                 1.0179,                 0.7433,                0.57145,                0.64521,                0.41708,                 1.4701,                 1.2945,                 1.4691,               0.004522,               0.004522,               0.004522
                    168,                0.80847,                0.56049,                 1.0241,                0.73384,                0.57708,                0.64569,                0.41721,                 1.4694,                 1.2936,                  1.469,               0.004489,               0.004489,               0.004489
                    169,                0.81343,                0.55675,                 1.0204,                0.75402,                0.56461,                0.64687,                0.41722,                 1.4711,                 1.2953,                 1.4701,               0.004456,               0.004456,               0.004456
                    170,                0.80264,                0.55435,                 1.0185,                0.78336,                0.55197,                0.64698,                0.41717,                 1.4716,                 1.2959,                 1.4723,               0.004423,               0.004423,               0.004423
                    171,                0.79966,                0.55404,                 1.0201,                0.79339,                0.54858,                0.64654,                0.41746,                 1.4715,                 1.2958,                 1.4724,                0.00439,                0.00439,                0.00439
                    172,                0.79231,                0.54237,                  1.011,                0.79086,                0.54925,                0.64603,                0.41616,                 1.4716,                 1.2981,                 1.4727,               0.004357,               0.004357,               0.004357
                    173,                0.80068,                 0.5471,                 1.0137,                0.77857,                0.55129,                 0.6468,                0.41679,                 1.4699,                 1.2958,                 1.4713,               0.004324,               0.004324,               0.004324
                    174,                0.79813,                0.54893,                 1.0147,                0.78267,                0.54949,                0.64708,                0.41652,                 1.4693,                 1.2984,                 1.4708,               0.004291,               0.004291,               0.004291
                    175,                0.79286,                0.53953,                 1.0133,                0.78112,                0.54929,                0.64625,                0.41783,                 1.4697,                 1.3001,                 1.4711,               0.004258,               0.004258,               0.004258
                    176,                0.79275,                0.54546,                 1.0153,                 0.7436,                0.56949,                0.64824,                0.41829,                 1.4717,                 1.3032,                 1.4727,               0.004225,               0.004225,               0.004225
                    177,                0.78746,                0.54237,                 1.0116,                0.73855,                0.57131,                 0.6478,                0.41855,                 1.4726,                 1.3039,                 1.4743,               0.004192,               0.004192,               0.004192
                    178,                0.78362,                0.53957,                 1.0117,                0.73995,                0.57161,                0.64723,                0.41846,                 1.4716,                 1.3046,                 1.4737,               0.004159,               0.004159,               0.004159
                    179,                0.78365,                 0.5319,                 1.0068,                 0.7402,                0.57208,                0.64693,                0.41895,                 1.4728,                 1.3046,                 1.4753,               0.004126,               0.004126,               0.004126
                    180,                0.78006,                0.53572,                 1.0133,                0.74065,                0.56953,                0.64696,                0.41899,                 1.4734,                 1.3073,                 1.4759,               0.004093,               0.004093,               0.004093
                    181,                0.78064,                0.52926,                 1.0078,                0.75324,                0.56468,                0.64707,                0.41858,                 1.4736,                 1.3102,                 1.4769,                0.00406,                0.00406,                0.00406
                    182,                0.78179,                0.53452,                 1.0075,                0.79861,                0.54339,                0.64644,                0.41771,                 1.4738,                 1.3106,                 1.4775,               0.004027,               0.004027,               0.004027
                    183,                 0.7826,                0.53345,                 1.0072,                0.75508,                 0.5629,                0.64621,                0.41809,                 1.4749,                 1.3112,                  1.479,               0.003994,               0.003994,               0.003994
                    184,                 0.7762,                0.53145,                 1.0045,                0.78541,                   0.55,                0.64636,                0.41778,                 1.4753,                 1.3138,                 1.4797,               0.003961,               0.003961,               0.003961
                    185,                0.77096,                0.52717,                 1.0035,                0.77871,                0.55267,                0.64646,                0.41768,                 1.4753,                 1.3125,                 1.4803,               0.003928,               0.003928,               0.003928
                    186,                0.76815,                0.52607,                 1.0053,                0.77623,                0.55382,                0.64608,                0.41833,                 1.4749,                  1.312,                 1.4809,               0.003895,               0.003895,               0.003895
                    187,                0.77218,                0.52657,                 1.0036,                0.77875,                0.55341,                 0.6456,                 0.4185,                 1.4739,                 1.3126,                   1.48,               0.003862,               0.003862,               0.003862
                    188,                0.77076,                0.52113,                 1.0053,                0.76988,                0.56026,                0.64567,                0.41869,                 1.4734,                 1.3136,                 1.4802,               0.003829,               0.003829,               0.003829
                    189,                0.77234,                0.52714,                 1.0022,                0.77309,                0.55909,                0.64518,                0.41814,                 1.4729,                 1.3119,                 1.4803,               0.003796,               0.003796,               0.003796
                    190,                0.76605,                0.51631,                 1.0004,                0.77637,                 0.5592,                0.64536,                0.41893,                 1.4731,                 1.3123,                 1.4808,               0.003763,               0.003763,               0.003763
                    191,                0.76444,                0.51862,                 1.0005,                0.77899,                0.55756,                0.64619,                 0.4191,                  1.473,                 1.3126,                 1.4811,                0.00373,                0.00373,                0.00373
                    192,                0.75526,                0.51116,                0.99772,                0.77624,                0.55798,                0.64658,                0.41927,                 1.4733,                 1.3117,                 1.4819,               0.003697,               0.003697,               0.003697
                    193,                0.76216,                0.51707,                0.99773,                  0.774,                0.56093,                 0.6462,                0.41829,                 1.4745,                 1.3137,                 1.4829,               0.003664,               0.003664,               0.003664
                    194,                0.75541,                0.51201,                0.99767,                0.77197,                0.56204,                 0.6463,                0.41837,                 1.4744,                 1.3142,                 1.4828,               0.003631,               0.003631,               0.003631
                    195,                0.75606,                0.51536,                0.99427,                0.77256,                0.56229,                0.64703,                0.41879,                  1.475,                 1.3146,                 1.4831,               0.003598,               0.003598,               0.003598
                    196,                0.75228,                0.51322,                  0.994,                0.77287,                0.56286,                0.64682,                 0.4189,                 1.4747,                 1.3162,                 1.4833,               0.003565,               0.003565,               0.003565
                    197,                0.74971,                0.50697,                0.99425,                0.77381,                0.56205,                0.64675,                0.41923,                 1.4741,                 1.3175,                 1.4831,               0.003532,               0.003532,               0.003532
                    198,                0.74895,                0.50721,                0.98914,                 0.7754,                0.56154,                0.64701,                 0.4185,                 1.4741,                 1.3178,                  1.483,               0.003499,               0.003499,               0.003499
                    199,                0.74887,                0.51068,                0.99347,                0.77349,                0.56215,                0.64727,                0.41934,                 1.4739,                 1.3182,                 1.4826,               0.003466,               0.003466,               0.003466
                    200,                0.74415,                0.50395,                0.99182,                0.78177,                0.55801,                0.64714,                0.41924,                 1.4738,                 1.3197,                 1.4829,               0.003433,               0.003433,               0.003433
                    201,                 0.7464,                0.50779,                0.99027,                0.78002,                0.55609,                0.64579,                0.41853,                 1.4753,                 1.3217,                 1.4846,                 0.0034,                 0.0034,                 0.0034
                    202,                0.74555,                0.50704,                0.99334,                0.77738,                0.55674,                0.64615,                0.41902,                 1.4755,                 1.3221,                 1.4854,               0.003367,               0.003367,               0.003367
                    203,                0.74001,                0.50433,                0.99256,                0.77555,                0.55753,                0.64653,                0.41954,                 1.4759,                 1.3216,                 1.4864,               0.003334,               0.003334,               0.003334
                    204,                0.73581,                 0.5025,                0.99059,                0.77204,                0.55947,                0.64711,                0.41946,                 1.4765,                  1.323,                 1.4872,               0.003301,               0.003301,               0.003301
                    205,                0.73136,                0.49683,                0.98592,                0.77639,                0.55835,                 0.6467,                0.41945,                 1.4768,                 1.3246,                 1.4879,               0.003268,               0.003268,               0.003268
                    206,                 0.7334,                  0.503,                0.98867,                0.77521,                0.55881,                0.64679,                0.41916,                 1.4769,                 1.3266,                 1.4884,               0.003235,               0.003235,               0.003235
                    207,                0.73239,                0.49508,                0.98623,                0.77348,                 0.5585,                 0.6466,                0.41907,                 1.4771,                 1.3265,                 1.4884,               0.003202,               0.003202,               0.003202
                    208,                0.72636,                0.49244,                0.98487,                0.76326,                0.56331,                0.64604,                0.41909,                 1.4765,                 1.3276,                 1.4881,               0.003169,               0.003169,               0.003169
                    209,                0.72814,                0.49795,                0.98371,                0.76527,                0.56246,                0.64541,                0.41899,                  1.477,                 1.3277,                 1.4888,               0.003136,               0.003136,               0.003136
                    210,                0.72584,                0.48983,                0.98278,                0.76558,                 0.5623,                 0.6451,                0.41864,                 1.4769,                   1.33,                 1.4889,               0.003103,               0.003103,               0.003103
                    211,                0.72427,                 0.4911,                0.98217,                0.76687,                0.56194,                0.64529,                0.41933,                 1.4769,                 1.3298,                 1.4891,                0.00307,                0.00307,                0.00307
                    212,                0.72466,                0.48971,                 0.9824,                0.76855,                0.56089,                0.64541,                0.41957,                  1.477,                 1.3299,                 1.4894,               0.003037,               0.003037,               0.003037
                    213,                0.71732,                0.48957,                   0.98,                0.76767,                0.55995,                0.64528,                0.41931,                 1.4774,                 1.3319,                 1.4897,               0.003004,               0.003004,               0.003004
                    214,                0.72213,                0.48706,                0.98074,                0.76843,                0.55926,                0.64493,                0.41954,                 1.4769,                 1.3315,                 1.4893,               0.002971,               0.002971,               0.002971
                    215,                0.71745,                0.48947,                0.98362,                0.76572,                 0.5592,                0.64486,                0.41975,                 1.4766,                 1.3319,                 1.4896,               0.002938,               0.002938,               0.002938
                    216,                0.71531,                0.48975,                0.98138,                0.76813,                 0.5592,                0.64482,                0.42029,                 1.4768,                 1.3322,                 1.4903,               0.002905,               0.002905,               0.002905
                    217,                0.71579,                0.48552,                0.97841,                0.76797,                0.55843,                0.64474,                 0.4201,                 1.4769,                  1.332,                 1.4904,               0.002872,               0.002872,               0.002872
                    218,                0.70555,                0.47981,                0.97479,                0.76794,                0.55885,                0.64535,                0.42075,                  1.477,                 1.3329,                 1.4908,               0.002839,               0.002839,               0.002839
                    219,                0.71229,                 0.4841,                0.97813,                0.76778,                0.55668,                0.64411,                0.42069,                 1.4763,                 1.3342,                   1.49,               0.002806,               0.002806,               0.002806
                    220,                0.70395,                0.47838,                 0.9749,                0.76832,                0.55611,                0.64406,                0.42031,                  1.477,                 1.3351,                 1.4906,               0.002773,               0.002773,               0.002773
                    221,                0.70177,                0.47484,                0.97468,                0.76845,                0.55775,                0.64466,                0.42062,                 1.4773,                  1.335,                 1.4911,                0.00274,                0.00274,                0.00274
                    222,                0.70453,                  0.476,                0.97673,                0.76893,                0.55802,                0.64512,                0.42029,                 1.4777,                 1.3344,                 1.4915,               0.002707,               0.002707,               0.002707
                    223,                0.70884,                0.47945,                0.97496,                0.76851,                0.55682,                0.64497,                0.42024,                 1.4771,                 1.3344,                 1.4912,               0.002674,               0.002674,               0.002674
                    224,                 0.7043,                0.47763,                0.97367,                0.76858,                  0.557,                0.64516,                0.42076,                 1.4768,                 1.3362,                 1.4913,               0.002641,               0.002641,               0.002641
                    225,                0.69697,                0.47322,                0.97332,                0.76957,                0.55586,                0.64499,                0.42023,                 1.4768,                 1.3366,                 1.4914,               0.002608,               0.002608,               0.002608
                    226,                0.69653,                0.46746,                0.96986,                0.77162,                0.55632,                0.64492,                0.42018,                 1.4768,                 1.3367,                 1.4916,               0.002575,               0.002575,               0.002575
                    227,                0.69215,                0.47124,                 0.9706,                0.76764,                0.55973,                0.64517,                0.41988,                 1.4769,                 1.3374,                 1.4919,               0.002542,               0.002542,               0.002542
                    228,                0.69623,                0.46945,                0.96988,                0.76962,                0.55901,                0.64544,                0.41961,                  1.477,                 1.3368,                 1.4923,               0.002509,               0.002509,               0.002509
                    229,                 0.6958,                0.46968,                0.97005,                0.76867,                0.55851,                0.64536,                0.42015,                 1.4775,                 1.3387,                 1.4926,               0.002476,               0.002476,               0.002476
                    230,                0.69252,                0.46979,                0.97025,                 0.7679,                0.55841,                0.64552,                0.41986,                  1.478,                 1.3388,                 1.4933,               0.002443,               0.002443,               0.002443
                    231,                0.68603,                0.46618,                0.96935,                0.76502,                0.56063,                0.64534,                0.42035,                 1.4785,                 1.3396,                 1.4937,                0.00241,                0.00241,                0.00241
                    232,                0.68714,                0.46547,                0.96749,                0.76662,                0.55867,                0.64541,                 0.4202,                 1.4787,                 1.3408,                  1.494,               0.002377,               0.002377,               0.002377
                    233,                0.68266,                0.46359,                0.96713,                0.76508,                0.55988,                0.64553,                 0.4198,                 1.4788,                  1.341,                 1.4945,               0.002344,               0.002344,               0.002344
                    234,                0.68443,                0.46297,                0.96359,                0.76187,                0.56156,                0.64554,                0.41986,                 1.4787,                 1.3415,                 1.4945,               0.002311,               0.002311,               0.002311
                    235,                0.67806,                0.45689,                 0.9633,                0.75822,                0.56377,                0.64529,                0.42005,                 1.4795,                 1.3417,                 1.4954,               0.002278,               0.002278,               0.002278
                    236,                0.67704,                0.45604,                0.96168,                0.75744,                0.56403,                0.64515,                0.41991,                 1.4796,                 1.3423,                 1.4959,               0.002245,               0.002245,               0.002245
                    237,                 0.6734,                0.45501,                0.96125,                0.75775,                0.56166,                0.64473,                0.41983,                 1.4797,                 1.3431,                 1.4964,               0.002212,               0.002212,               0.002212
                    238,                0.67409,                0.45573,                 0.9616,                0.75696,                0.56114,                0.64509,                0.41941,                 1.4798,                 1.3447,                 1.4965,               0.002179,               0.002179,               0.002179
                    239,                0.67127,                0.45189,                 0.9584,                0.75964,                0.56104,                0.64563,                0.41984,                 1.4796,                 1.3451,                 1.4965,               0.002146,               0.002146,               0.002146
                    240,                0.66933,                0.45291,                0.95831,                0.76021,                0.56014,                0.64509,                 0.4195,                 1.4803,                 1.3458,                  1.497,               0.002113,               0.002113,               0.002113
                    241,                0.66811,                0.45394,                0.95865,                0.76293,                0.55719,                0.64446,                0.41918,                 1.4807,                 1.3459,                 1.4973,                0.00208,                0.00208,                0.00208
                    242,                0.66941,                0.45072,                 0.9595,                0.76282,                0.55828,                0.64476,                0.41946,                 1.4808,                 1.3482,                 1.4975,               0.002047,               0.002047,               0.002047
                    243,                0.66616,                0.45109,                0.95852,                0.76143,                0.55739,                0.64451,                0.41882,                 1.4806,                 1.3474,                 1.4975,               0.002014,               0.002014,               0.002014
                    244,                0.66429,                0.44951,                0.96068,                0.76646,                0.55683,                0.64428,                0.41862,                 1.4812,                 1.3484,                  1.498,               0.001981,               0.001981,               0.001981
                    245,                0.66211,                0.44814,                0.95815,                0.75821,                0.55731,                0.64345,                0.41841,                 1.4811,                 1.3471,                 1.4981,               0.001948,               0.001948,               0.001948
                    246,                0.66153,                0.44657,                0.95647,                0.75795,                0.55808,                0.64325,                0.41861,                 1.4816,                 1.3486,                 1.4985,               0.001915,               0.001915,               0.001915
                    247,                0.65779,                0.44569,                0.95505,                0.76036,                  0.558,                0.64335,                0.41871,                  1.481,                 1.3472,                 1.4982,               0.001882,               0.001882,               0.001882
                    248,                0.66041,                0.44422,                0.95662,                0.76243,                 0.5581,                0.64345,                0.41829,                 1.4812,                 1.3495,                 1.4984,               0.001849,               0.001849,               0.001849
                    249,                0.65242,                0.44117,                0.95485,                0.76014,                0.55888,                0.64372,                0.41823,                 1.4813,                 1.3486,                 1.4992,               0.001816,               0.001816,               0.001816
                    250,                0.65447,                0.44105,                0.95399,                0.76044,                0.55943,                0.64429,                0.41871,                 1.4814,                 1.3485,                 1.4996,               0.001783,               0.001783,               0.001783
                    251,                0.65135,                0.44048,                0.95352,                0.75909,                0.55983,                0.64419,                0.41894,                 1.4819,                 1.3481,                 1.5001,                0.00175,                0.00175,                0.00175
                    252,                0.65194,                0.44045,                0.95125,                0.76307,                0.55784,                0.64451,                 0.4193,                 1.4819,                 1.3487,                 1.5008,               0.001717,               0.001717,               0.001717
                    253,                0.64551,                0.43546,                 0.9529,                0.76648,                0.55698,                0.64411,                0.41862,                 1.4822,                 1.3493,                 1.5014,               0.001684,               0.001684,               0.001684
                    254,                0.64462,                0.43459,                0.95093,                0.76525,                0.55683,                0.64445,                0.41881,                 1.4819,                   1.35,                 1.5013,               0.001651,               0.001651,               0.001651
                    255,                0.64192,                0.43596,                0.94858,                0.76328,                0.55588,                0.64397,                0.41854,                 1.4822,                 1.3507,                 1.5018,               0.001618,               0.001618,               0.001618
                    256,                0.64423,                0.43296,                0.95129,                0.76341,                0.55529,                0.64383,                0.41867,                  1.482,                 1.3511,                 1.5019,               0.001585,               0.001585,               0.001585
                    257,                0.63736,                0.43195,                0.94985,                 0.7657,                0.55518,                0.64403,                0.41938,                 1.4824,                 1.3511,                 1.5025,               0.001552,               0.001552,               0.001552
                    258,                0.63026,                0.42723,                0.94886,                0.76666,                0.55604,                 0.6437,                0.41924,                 1.4827,                 1.3517,                 1.5026,               0.001519,               0.001519,               0.001519
                    259,                0.63502,                0.43071,                0.94874,                 0.7667,                0.55489,                0.64345,                  0.419,                 1.4824,                 1.3532,                  1.503,               0.001486,               0.001486,               0.001486
                    260,                0.64125,                0.43012,                0.95089,                0.76381,                0.55438,                 0.6439,                0.41935,                 1.4826,                 1.3527,                 1.5031,               0.001453,               0.001453,               0.001453
                    261,                0.63185,                0.42458,                0.94483,                0.77143,                 0.5532,                0.64392,                0.41934,                 1.4826,                 1.3539,                 1.5031,                0.00142,                0.00142,                0.00142
                    262,                0.63053,                0.42928,                0.94937,                0.77174,                0.55311,                0.64423,                0.41867,                 1.4821,                 1.3535,                 1.5031,               0.001387,               0.001387,               0.001387
                    263,                0.62452,                0.41913,                0.94154,                0.77351,                0.55231,                0.64413,                0.41855,                  1.483,                 1.3552,                 1.5039,               0.001354,               0.001354,               0.001354
                    264,                0.62349,                0.42346,                 0.9433,                0.77932,                0.55047,                0.64375,                0.41851,                 1.4832,                 1.3564,                 1.5042,               0.001321,               0.001321,               0.001321
                    265,                0.63001,                0.42865,                 0.9469,                0.77826,                0.55062,                0.64345,                0.41845,                 1.4829,                 1.3563,                 1.5043,               0.001288,               0.001288,               0.001288
                    266,                0.62523,                0.42472,                0.94461,                0.77544,                 0.5514,                0.64321,                0.41812,                 1.4837,                 1.3552,                 1.5049,               0.001255,               0.001255,               0.001255
                    267,                0.62819,                 0.4228,                0.94428,                0.77585,                 0.5514,                0.64361,                0.41864,                 1.4837,                 1.3554,                 1.5052,               0.001222,               0.001222,               0.001222
                    268,                0.61358,                0.41498,                0.93859,                0.77823,                0.55099,                0.64351,                0.41813,                 1.4842,                 1.3562,                 1.5057,               0.001189,               0.001189,               0.001189
                    269,                 0.6215,                 0.4219,                0.94196,                 0.7766,                 0.5526,                0.64377,                0.41801,                 1.4846,                 1.3572,                 1.5063,               0.001156,               0.001156,               0.001156
                    270,                0.61856,                 0.4215,                0.93981,                0.77674,                0.55307,                0.64364,                0.41752,                 1.4847,                 1.3572,                 1.5065,               0.001123,               0.001123,               0.001123
                    271,                0.61659,                 0.4158,                0.94079,                0.77776,                 0.5522,                0.64345,                0.41743,                 1.4847,                 1.3573,                 1.5065,                0.00109,                0.00109,                0.00109
                    272,                0.61706,                0.41593,                 0.9431,                0.77835,                0.55194,                0.64345,                0.41771,                 1.4853,                 1.3579,                 1.5073,               0.001057,               0.001057,               0.001057
                    273,                0.61208,                0.41395,                 0.9399,                0.77889,                0.55149,                 0.6434,                0.41812,                 1.4859,                 1.3586,                 1.5079,               0.001024,               0.001024,               0.001024
                    274,                0.61147,                0.41172,                0.93684,                0.78078,                0.55111,                0.64352,                0.41802,                 1.4862,                 1.3589,                 1.5086,               0.000991,               0.000991,               0.000991
                    275,                0.60725,                0.41457,                0.93613,                0.78111,                0.54994,                0.64332,                0.41779,                 1.4867,                  1.359,                 1.5095,               0.000958,               0.000958,               0.000958
                    276,                0.60688,                0.41061,                0.93851,                0.78196,                 0.5507,                0.64324,                0.41775,                 1.4869,                 1.3594,                 1.5095,               0.000925,               0.000925,               0.000925
                    277,                0.60059,                0.40611,                 0.9354,                0.78331,                0.54986,                0.64335,                0.41812,                 1.4871,                  1.361,                 1.5098,               0.000892,               0.000892,               0.000892
                    278,                0.60672,                0.41024,                0.93814,                  0.783,                0.55035,                0.64313,                0.41799,                 1.4869,                 1.3613,                   1.51,               0.000859,               0.000859,               0.000859
                    279,                0.60432,                0.40556,                0.93614,                0.78073,                0.55077,                0.64313,                0.41798,                 1.4867,                 1.3631,                 1.5103,               0.000826,               0.000826,               0.000826
                    280,                 0.5966,                0.40371,                0.93482,                0.77979,                0.55196,                0.64309,                0.41785,                 1.4868,                 1.3644,                 1.5106,               0.000793,               0.000793,               0.000793
                    281,                0.59843,                0.40578,                0.93554,                0.77736,                0.55327,                0.64319,                0.41838,                 1.4873,                 1.3645,                 1.5108,                0.00076,                0.00076,                0.00076
                    282,                0.59757,                 0.4032,                0.93498,                 0.7737,                0.55405,                0.64289,                0.41834,                 1.4878,                 1.3661,                 1.5114,               0.000727,               0.000727,               0.000727
                    283,                 0.5971,                 0.4072,                 0.9337,                0.77631,                 0.5528,                0.64265,                0.41777,                 1.4879,                  1.367,                 1.5114,               0.000694,               0.000694,               0.000694
                    284,                 0.5914,                0.40027,                0.92971,                 0.7726,                0.55468,                0.64271,                0.41766,                 1.4878,                 1.3668,                 1.5116,               0.000661,               0.000661,               0.000661
                    285,                0.58946,                0.40207,                0.93199,                0.77636,                0.55396,                0.64241,                0.41793,                 1.4876,                  1.367,                 1.5117,               0.000628,               0.000628,               0.000628
                    286,                0.58606,                0.39952,                 0.9318,                0.77457,                0.55453,                0.64191,                0.41758,                 1.4879,                 1.3673,                 1.5124,               0.000595,               0.000595,               0.000595
                    287,                 0.5899,                0.39992,                 0.9309,                0.77912,                0.55359,                0.64183,                0.41765,                 1.4877,                 1.3688,                 1.5123,               0.000562,               0.000562,               0.000562
                    288,                0.58766,                0.39802,                0.93151,                0.77837,                0.55362,                0.64128,                 0.4177,                 1.4879,                 1.3697,                 1.5126,               0.000529,               0.000529,               0.000529
                    289,                0.58709,                0.39363,                0.92873,                0.77861,                0.55319,                0.64112,                0.41779,                  1.488,                   1.37,                 1.5129,               0.000496,               0.000496,               0.000496
                    290,                0.58305,                0.39396,                  0.929,                0.77905,                0.55321,                0.64127,                0.41779,                  1.488,                 1.3704,                 1.5133,               0.000463,               0.000463,               0.000463
                    291,                0.54532,                0.31227,                0.88788,                0.77638,                0.55385,                0.64152,                0.41754,                 1.4884,                  1.371,                 1.5142,                0.00043,                0.00043,                0.00043
                    292,                0.50355,                0.28326,                0.87086,                0.77663,                0.55237,                0.64123,                0.41731,                 1.4892,                 1.3714,                 1.5151,               0.000397,               0.000397,               0.000397
                    293,                0.48742,                0.27642,                0.86325,                 0.7773,                0.55253,                0.64107,                0.41777,                  1.489,                 1.3723,                 1.5153,               0.000364,               0.000364,               0.000364
                    294,                0.48508,                0.27405,                0.86159,                0.77747,                0.55236,                0.64135,                0.41743,                 1.4894,                  1.372,                 1.5158,               0.000331,               0.000331,               0.000331
                    295,                0.47429,                0.27198,                0.85833,                0.77845,                0.55201,                0.64146,                0.41773,                 1.4897,                 1.3721,                 1.5166,               0.000298,               0.000298,               0.000298
                    296,                0.47572,                0.27088,                0.86209,                0.77609,                0.55226,                0.64162,                0.41794,                   1.49,                 1.3715,                 1.5171,               0.000265,               0.000265,               0.000265
                    297,                0.46853,                0.26762,                0.85546,                0.77707,                0.55213,                0.64198,                 0.4181,                   1.49,                  1.372,                 1.5176,               0.000232,               0.000232,               0.000232
                    298,                0.46811,                0.26658,                0.85821,                0.77863,                0.55188,                 0.6418,                0.41763,                 1.4903,                 1.3731,                 1.5182,               0.000199,               0.000199,               0.000199
                    299,                0.46521,                0.26465,                0.85845,                0.78085,                0.55249,                0.64148,                0.41787,                 1.4907,                  1.374,                 1.5192,               0.000166,               0.000166,               0.000166
                    300,                0.46309,                 0.2658,                0.85636,                0.78083,                0.55181,                0.64163,                0.41753,                 1.4904,                 1.3738,                 1.5194,               0.000133,               0.000133,               0.000133
